ID,County_ID,County,PDF,Place Name,Source Alias,mapID,Designation,Settlement,Type,Total Population (excluding 'strangers'),Occupied Houses/Householders,Unoccupied Houses,Persons lacking proper habitation,Number of Landing Places,Legal Quay,Landing Permitted,Headport,Customs Office,Vessels itemised,Vessels not itemised,Number of Masters & Owners,Mariners & Fishermen,Masters,Mariners (including Masters),Boys,Fishermen not itemised,Destinations,Goods out,Goods in,Goods (unspecified in/out),Notes,Vessels,Deputies
1,12,Cumberland,6,Bowsteadhill,,525,creek,,,,14,,,,0,,,,0,,,,,0,,,,,,,,,
2,12,Cumberland,6,Skinburneas,,524,creek,,,,10,,,,0,,,,0,,,,,0,,,,,,,,,
3,12,Cumberland,6,Ellnesfoote,,200,creek,Ellnesborough,village,,12,,,,0,,,,0,,,,,0,,,,,,,,,
4,12,Cumberland,"6,7",Workington,,199,creek,Workington,town,,30,,,,0,,,,3,,,,,0,,,Chester | Liverpool ,herring,salt,,,"[{'type': 'Pickerde','name': '','tonnage': '7-8','owners': 'John Daye','master': '','mariners': '','boys': '','fishermen': '3','notes': ''},{'type': 'Pickerde','name': '','tonnage': '7-8','owners': 'John Sybson','master': '','mariners': '','boys': '','fishermen': '3','notes': ''},{'type': 'Pickerde','name': '','tonnage': '7-8','owners': 'Leonard Hodgson','master': '','mariners': '','boys': '','fishermen': '3','notes': ''}]","[{'forename': 'John','surname': 'Curwen','title': 'gent'},{'forename': 'William','surname': 'Curwen','title': 'gent'},{'forename': 'George','surname': 'Hewetson','title': ''},{'forename': 'Thomas','surname': 'Sc*','title': ''}]"
5,12,Cumberland,7,Parton,,683,creek,,scattered,,-,,,,0,,,,7,,,,,0,,,Chester | Liverpool ,"herring,killinges",salt,,,"[{'type': 'Pickerde','name': '','tonnage': '7-9','owners': 'Thomas Lawrence','master': '','mariners': '','boys': '','fishermen': '3','notes': ''},{'type': 'Pickerde','name': '','tonnage': '7-9','owners': 'John Willkinson','master': '','mariners': '','boys': '','fishermen': '3','notes': ''},{'type': 'Pickerde','name': '','tonnage': '7-9','owners': 'John Johnson','master': '','mariners': '','boys': '','fishermen': '3','notes': ''},{'type': 'Pickerde','name': '','tonnage': '7-9','owners': 'Christopher Grayson','master': '','mariners': '','boys': '','fishermen': '3','notes': ''},{'type': 'Pickerde','name': '','tonnage': '7-9','owners': 'James Woodhall','master': '','mariners': '','boys': '','fishermen': '3','notes': ''},{'type': 'Pickerde','name': '','tonnage': '7-9','owners': 'Anthony Rodderye','master': '','mariners': '','boys': '','fishermen': '3','notes': ''},{'type': 'Pickerde','name': '','tonnage': '7-9','owners': 'Guy Sanderson','master': '','mariners': '','boys': '','fishermen': '3','notes': ''}]","[{'forename': 'William','surname': 'Fisher','title': ''},{'forename': 'William','surname': 'Gillyet','title': ''},{'forename': 'Anthony','surname': 'Lawrence','title': ''}]"
6,12,Cumberland,7,Whitehaven,,197,creek,Whitehaven,village,,6,,,,0,,,,1,,,,,0,,,Chester | Liverpool ,"herring,killinges",salt,,,"[{'type': 'Pickerde','name': 'Bee','tonnage': '9','owners': 'Thomas Mylner','master': '','mariners': '','boys': '','fishermen': '','notes': ''}]","[{'forename': 'Robert','surname': '*','title': 'gent'},{'forename': 'Leonard','surname': 'Brisco','title': 'gent'},{'forename': 'Edmund','surname': 'Ribton*','title': ''},{'forename': 'Robert','surname': 'L*','title': ''}]"
7,12,Cumberland,7,Ravenglass,,297,creek,Ravenglass,,,10,,,,0,,,,4,,,,,0,,,Chester | Liverpool ,herring,salt,,Licence to load and unload at Saint James Tide Fair,"[{'type': 'Pickerde','name': '','tonnage': '9-10','owners': 'Walter Cadye','master': '','mariners': '','boys': '','fishermen': '4','notes': ''},{'type': 'Pickerde','name': '','tonnage': '9-10','owners': 'William Cadye','master': '','mariners': '','boys': '','fishermen': '4','notes': ''},{'type': 'Pickerde','name': '','tonnage': '9-10','owners': 'William Couplande','master': '','mariners': '','boys': '','fishermen': '4','notes': ''},{'type': 'Pickerde','name': '','tonnage': '9-10','owners': 'Nicolas Harbet','master': '','mariners': '','boys': '','fishermen': '4','notes': ''}]","[{'forename': 'Nicholas','surname': 'Moore','title': ''},{'forename': 'Thomas','surname': 'Frewe*','title': ''},{'forename': 'Giles','surname': 'Wanker','title': ''},{'forename': 'Thomas','surname': 'Brownrigge','title': ''}]"
8,12,Cumberland,7,Powfoot,,684,creek,,scattered,,-,,,,0,,,,0,,,,,0,,,,,,,,,"[{'forename': 'Ralphe','surname': 'Lat*','title': 'gent'},{'forename': 'Thomas','surname': 'Foxe','title': ''},{'forename': 'Thomas','surname': 'Dicconsor','title': ''},{'forename': 'John','surname': 'Foxe','title': ''}]"
9,16,Dorset,13-17,Poole,,87,,Poole,town,,201,,,,1,1,,,23,,,,,,,,,,,,"Not all of the mariners and boys dwell in Poole, but are hired from places adjoining.","[{'type': '','name': 'Magdelen','tonnage': '50','owners': 'John Crooke, Christopher Havylond','master': 'John Kylsbie','mariners': '13','boys': '2','fishermen': '','notes': ''},{'type': '','name': 'Angell','tonnage': '50','owners': 'Richard Godderd, Thomas Lamberte','master': 'Thomas Lamberte','mariners': '13','boys': '2','fishermen': '','notes': ''},{'type': '','name': 'Prymerose','tonnage': '30','owners': 'John Crooke, Peter Coxe','master': 'Peter Coxe','mariners': '10','boys': '2','fishermen': '','notes': ''},{'type': '','name': 'Mynyon','tonnage': '40','owners': 'John Duvit, Thomas Gylford, William Grene, John Hancok','master': 'William Baker','mariners': '12','boys': '2','fishermen': '','notes': ''},{'type': '','name': 'Savyor*','tonnage': '30','owners': 'William Newman, John Bremble','master': 'George Jackson','mariners': '11','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Anne Bartram','tonnage': '20','owners': 'Christopher Rose, Andrew Bartram','master': 'Anthony Myller','mariners': '8','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'George Barton','tonnage': '20','owners': 'William Baron, Nicholas Baron','master': 'Henry Rooke','mariners': '7','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Nicholas Pysett','tonnage': '20','owners': 'Lawrens Pysett, Peter Beawcorps','master': 'Lawrens Pysett','mariners': '7','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Bawtylmewe','tonnage': '14','owners': 'John Crooke, Ambrose Benet','master': 'John Rogers','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Margarett','tonnage': '9','owners': 'John Rogers, Jenken Rede','master': 'John Hochins','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Lytle George','tonnage': '13','owners': 'William Merent, John Rogers, John Fyelve','master': 'John Leeke','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Trynytie Bartram','tonnage': '12','owners': 'Andrew Bartram, William Pynell','master': 'Philippe Bartram','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Mary James','tonnage': '12','owners': 'Richard Godderd, Richard Edwards','master': 'Richard Edwards','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'John Evangelyst','tonnage': '18','owners': 'John Crooke, Thomas Petty','master': 'Leonard Nicholls','mariners': '8','boys': '2','fishermen': '','notes': ''},{'type': '','name': 'Mary Reade','tonnage': '13','owners': 'William Reade','master': 'Mathewe Bollyn','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Mychaell','tonnage': '12','owners': 'John Crooke, Thomas Flower, Richard Bysard','master': 'Richard Bennet','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Jennett','tonnage': '12','owners': 'Thomas Flowre, Robert Mondaye','master': 'Gerrard Flowre','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Lyttell Nicholas','tonnage': '8','owners': 'Andrew Bartram, John Fabyan, Peter Shillard','master': 'John Wolridge','mariners': '3','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Flowerdeluce','tonnage': '8','owners': 'John Evans, Nicholas John','master': 'John Kent','mariners': '4','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Jonas','tonnage': '7','owners': 'John Kylsbye','master': 'William Pyntewyne','mariners': '3','boys': '','fishermen': '','notes': ''},{'type': '','name': 'Peter','tonnage': '6','owners': 'Ambrose Benet','master': 'Ambrose Benet','mariners': '3','boys': '','fishermen': '','notes': ''},{'type': '','name': 'Lyttle John','tonnage': '4','owners': 'John Hochin','master': 'Robert Oringe','mariners': '2','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'John','tonnage': '6','owners': 'Olyver Crooke, Edward Wade','master': 'Edward Wade','mariners': '3','boys': '','fishermen': '','notes': ''}]","[{'forename': 'John','surname': 'Northerell','title': ''},{'forename': 'Jenken','surname': 'Reade','title': ''},{'forename': 'William','surname': 'Dyler','title': ''}]"
10,16,Dorset,,Wareham,Wareham Bridge,350,,Wareham,town,,150,,,,0,,,,0,,,,,,,,,,,,"Home to very small fishers' cockes. Capable of accommodating vessels of up to 20 tons, but not used because no vessels of that size belong to the place, and Poole Quay is used instead.",,
11,16,Dorset,,Lulworth,,340,creek,Lulworth,town,,28,,,,1,1,,,1,,,,,,,,,,,"wood,stone","Lading or unlading for boats up to 10 tons, but boats of up to 20 or 24 tons may ride offshore in foul weather, wind permitting.","[{'type': '','name': '','tonnage': '10','owners': 'William Gurnerd','master': '','mariners': '2','boys': '1','fishermen': '','notes': ''}]","[{'forename': 'Simon','surname': 'Labely','title': ''}]"
12,16,Dorset,19,Weymouth,Weymouth Port,89,port/creek,"Weymouth,Melcombe",town,,121,,,,1,1,,,8,,,,,,,,,,,,"36 houses in Melcombe, 85 in Weymouth. Not all of the mariners and boys dwell in Melcombe and Weymouth, but are hired from places adjoining.","[{'type': '','name': 'John Gregorie','tonnage': '80','owners': 'Robert Gregorie, Bernard Man*','master': 'Oliver Gregorie','mariners': '18','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Mychaell','tonnage': '29','owners': 'Robert Gregorie, Oliver Gregorie','master': 'Herman Tytors*','mariners': '12','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Elyzabethe Gregorie','tonnage': '40','owners': 'Robert Gregorie','master': 'Robert Gregorie','mariners': '13','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'George Gregorie','tonnage': '20','owners': 'Robert Gregorie','master': 'John Lawrens','mariners': '6','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Salomon','tonnage': '32','owners': 'Hugh Randall','master': 'Thomas Clement','mariners': '12','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Phyllyppe','tonnage': '25','owners': 'Henry Veake','master': 'Henry Veake','mariners': '7','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Symon','tonnage': '18','owners': 'John Wade','master': 'Jeffraye Preston','mariners': '4','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'John','tonnage': '16','owners': 'William Knotte, Karden Leydose','master': 'Nicholas Gilberd','mariners': '6','boys': '','fishermen': '','notes': ''}]","[{'forename': 'Robert','surname': 'Randall','title': ''},{'forename': 'Henry','surname': 'Michell','title': ''},{'forename': 'Thomas','surname': 'Clerke','title': ''}]"
13,16,Dorset,21,Bridportmouth,,91,,Bridport,town,,178,,,,0,1,,,11,,,,,,,,,,,,"No harbour, but vessels may be drawn upon the land with 'an engine callyd a Capstone' and force of men. Not all of the mariners and boys dwell in Bridport, but are hired from places adjoining. The 11 vessels are engaged mainly in fishing.","[{'type': '','name': 'Greite Anne','tonnage': '30','owners': 'John Cowper, Robert Cowle','master': 'Robert Peache','mariners': '10','boys': '2','fishermen': '','notes': ''},{'type': '','name': 'John Evangelyste','tonnage': '28','owners': 'Richard Tygens','master': 'William Singleman','mariners': '10','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Jesus','tonnage': '16','owners': 'Richard Davidge','master': 'Robert Parker','mariners': '6','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Christopher','tonnage': '12','owners': 'John Cowper, Richard Trygens','master': 'Robert Norrington','mariners': '4','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Leonard','tonnage': '6','owners': 'Richard Davidge','master': 'Robert Norrington','mariners': '3','boys': '','fishermen': '','notes': ''},{'type': '','name': 'Prymrose','tonnage': '3','owners': 'Richard Davidge','master': 'Thomas Downe','mariners': '3','boys': '','fishermen': '','notes': ''},{'type': '','name': 'Lyttell Anne','tonnage': '4','owners': 'John Cowper','master': 'John Cowper','mariners': '3','boys': '','fishermen': '','notes': ''},{'type': '','name': 'Gabryell','tonnage': '6','owners': 'John Wylshere','master': 'John Lake','mariners': '4','boys': '','fishermen': '','notes': ''},{'type': '','name': 'Sparhawke','tonnage': '6','owners': 'John Wylshere, Jone Mychells','master': 'John Wylshere','mariners': '4','boys': '','fishermen': '','notes': ''},{'type': '','name': 'Peter','tonnage': '3','owners': 'William Singleman, Walter Eyres','master': 'William Franke','mariners': '3','boys': '','fishermen': '','notes': ''},{'type': '','name': 'Mary','tonnage': '4','owners': 'Robert Parker','master': 'Robert Parker','mariners': '4','boys': '','fishermen': '','notes': ''}]","[{'forename': 'Thomas','surname': 'Churde','title': ''},{'forename': 'Henry','surname': 'Waye','title': ''}]"
14,16,Dorset,23,Cobbe of Lyme,,92,creek,Lyme,town,,112,,,,1,1,,,7,,,,,,,,,,,,"Artificial harbour for vessels of up to 50 tons. Vessels engaged mostly in merchandising. Not all of the mariners and boys dwell in Lyme, but are hired from places adjoining.","[{'type': '','name': 'Dragon','tonnage': '24','owners': 'John Davie, Crispian White','master': 'John Davie','mariners': '8','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Mynyon','tonnage': '22','owners': 'Robert Davye','master': 'John Longe','mariners': '8','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Anne Gallant','tonnage': '20','owners': 'John Holcombe','master': 'William Beste','mariners': '8','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'John','tonnage': '20','owners': 'John Holcombe','master': 'Richard Munck*','mariners': '7','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Mathew','tonnage': '10','owners': 'Robert Peter','master': 'William Waller','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Mychaell','tonnage': '10','owners': 'Thomas Davie','master': 'John Davye','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Grace of God','tonnage': '8','owners': 'James Huckwell','master': 'James Huckwell','mariners': '4','boys': '1','fishermen': '','notes': ''}]","[{'forename': 'John','surname': 'Garlande','title': ''},{'forename': 'Richard','surname': 'Bockeford','title': ''}]"
15,16,Dorset,25,"Yepemouth, Charmouth, Chidioksmouth",,,,"Yepe, Charmouth, Chidiock",towns/villages,,73,,,,0,1,,,10,,,,,,,,,,,"hemp, ropes, wood, stone",No merchandising but fishing and carrying listed items.,"[{'type': '','name': 'Stephen','tonnage': '18','owners': 'John Stevens*','master': '*','mariners': '5','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Edward','tonnage': '8','owners': 'Stephen Lymbrye','master': 'Roger Lymbrye','mariners': '3','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Jhesus','tonnage': '7','owners': 'Stephen Guppey, William Rockey','master': 'William James','mariners': '3','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Mathewe','tonnage': '7','owners': 'John James','master': 'John James','mariners': '3','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Leonord','tonnage': '7','owners': 'Thomas Lymbrie','master': 'Thomas Lymbrie','mariners': '3','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Katheryn','tonnage': '10','owners': 'Sym Mylle','master': 'Sym Mylle','mariners': '4','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Bastyan','tonnage': '6','owners': 'John Mylles','master': 'John Mylles','mariners': '3','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Christopher','tonnage': '10','owners': 'James Barne','master': 'James Barne','mariners': '4','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Leonard Hownsell','tonnage': '5','owners': 'John Hownsell','master': 'John Hownsell','mariners': '3','boys': '1','fishermen': '','notes': ''},{'type': '','name': 'Mary James','tonnage': '4','owners': 'John Cooke','master': 'John Cooke','mariners': '3','boys': '1','fishermen': '','notes': ''}]","[{'forename': 'Christopher','surname': 'Bettescombe','title': ''},{'forename': 'Andrew','surname': 'Holcombe','title': ''}]"
16,17,Durham,30,Hartlepool,,10,town,Hartlepool,,,66,,,,1,1,,,6,,,,,0,,51,,,,,"All the vessels are concerned in fishing. Apart from the vessels listed there are also 17 small 'cobles'. Many ships of 200 tons can be accommodated in the haven, but the pier is in decay. So too are many houses.","[{'type': '','name': 'Peter','tonnage': '30','owners': 'John Browne, George Smyth','master': '','mariners': '','boys': '','fishermen': '','notes': ''},{'type': '','name': '','tonnage': '2','owners': '','master': '','mariners': '','boys': '','fishermen': '','notes': ''},{'type': '','name': '','tonnage': '2','owners': '','master': '','mariners': '','boys': '','fishermen': '','notes': ''},{'type': '','name': '','tonnage': '2','owners': '','master': '','mariners': '','boys': '','fishermen': '','notes': ''},{'type': '','name': '','tonnage': '2','owners': '','master': '','mariners': '','boys': '','fishermen': '','notes': ''},{'type': '','name': '','tonnage': '2','owners': '','master': '','mariners': '','boys': '','fishermen': '','notes': ''}]","[{'forename': 'Michael','surname': 'Tempest*','title': ''},{'forename': 'Richard','surname': 'Conyers','title': 'Esq'},{'forename': 'Francis ','surname': '--bryg*','title': 'Esq'},{'forename': 'Robert','surname': 'Conyers','title': 'Esq'},{'forename': 'John','surname': 'Fowrvard*','title': 'gent'}]"
17,17,Durham,30,Tees,,,creek,,,,,,,,0,1,,,0,,,,,,,,,,,,,,
18,17,Durham,30,Stockton on Tees,Stockton upon Tees,228,,,,,,,,,0,1,,,0,,,,,,,,,,,,,,
19,17,Durham,30,Sunderland,,8,,Sunderland,,,30,,,,0,1,,,0,,,,,,,,,,,,7 fishing cobles belong here,,
20,17,Durham,30,South Shields,,227,,,,,50,1,,,0,1,,,3,,,,,,,20,,,,,Vessels may load and unload only their own fish. All the vessels are concerned in fishing. Apart from the vessels listed there are also 6 small 'cobles'. 20 fishermen's houses are inhabited but decayed.,"[{'type': '','name': 'Uswen','tonnage': '36','owners': 'John Bowmaker','master': '','mariners': '','boys': '','fishermen': '','notes': ''},{'type': '','name': 'Edward','tonnage': '36','owners': 'William Lawson, Edward Kytchyn','master': '','mariners': '','boys': '','fishermen': '','notes': ''},{'type': '','name': 'John','tonnage': '44','owners': 'William Lawson, Edward Kytchyn','master': '','mariners': '','boys': '','fishermen': '','notes': ''}]","[{'forename': 'William','surname': 'Lawson','title': 'gent'},{'forename': 'John','surname': 'Whytehead','title': 'gent'},{'forename': 'George','surname': 'Blakeston','title': 'gent'},{'forename': 'Anthony','surname': 'Tomlynson','title': 'gent'}]"
21,18,Essex,34,Manningtree,,279,,,,,,,,5,,,,,0,3,3,10,,,,,,,,,,,"[{'forename': 'Robert','surname': 'Brooke','title': ''}]"
22,18,Essex,34,Mistley,,46,,,,,,,,1,,,,,0,0,0,0,,,,,,,,,,,"[{'forename': 'John','surname': 'Hurte','title': ''}]"
23,18,Essex,34,Bradfield,,685,,,,,,,,3,,,,,0,2,1,5,,,,,,,,,,,"[{'forename': 'Paul','surname': 'Contyn','title': ''},{'forename': 'William','surname': 'Bamford','title': ''}]"
24,18,Essex,34,Wrabness,,686,,,,,,,,1,,,,,0,0,0,0,,,,,,,,,,,"[{'forename': 'Thomas','surname': 'Godfrey','title': ''}]"
